0 0 0
 0.419515   2.84003 0.0125664
   0.8487   2.78247 0.0251327
 0.272932   2.91023 0.0376991
 0.868718    2.3327 0.0502655
 0.679551   2.27383 0.0628319
 0.779525   2.47171 0.0753982
 0.689103   2.35705 0.0879646
 1.11692  2.94213 0.100531
 0.94301  2.62293 0.113097
0.857635  2.12583 0.125664
0.518467  1.99722  0.13823
 1.10463  2.11454 0.150796
0.726219  2.13005 0.163363
0.458855  2.09892 0.175929
 0.59302   2.9635 0.188496
 1.23853  2.47264 0.201062
0.720046  2.56718 0.213628
0.972829  2.58661 0.226195
 1.44577  2.43685 0.238761
 1.26874  2.22968 0.251327
  1.2916  2.45751 0.263894
1.43743 2.32428 0.27646
0.922497  2.20036 0.289027
 1.51311  2.71745 0.301593
 1.56736  1.97187 0.314159
0.727943  2.42019 0.326726
 1.32887  2.07819 0.339292
 1.03818   2.7677 0.351858
0.732847  1.93283 0.364425
0.799345  2.31725 0.376991
 1.73019  2.08843 0.389557
 1.63367  2.74267 0.402124
1.34557 2.09715 0.41469
   1.589  2.19542 0.427257
 1.51928  2.32219 0.439823
0.913512  2.33042 0.452389
  1.8286  2.22532 0.464956
 1.64011  2.70708 0.477522
 1.67994  2.04888 0.490088
 1.31756  2.39259 0.502655
 1.15143  2.42823 0.515221
 1.88732  2.16795 0.527788
 1.35922  2.54425 0.540354
1.94372 1.93096 0.55292
 1.75832  2.03902 0.565487
 1.68143  2.63152 0.578053
 1.97243   2.3185 0.590619
 2.05851  2.08663 0.603186
 1.96991  2.03112 0.615752
 2.08654  2.30225 0.628319
 1.41163  2.08562 0.640885
 2.13599  2.53823 0.653451
 2.11678  1.72024 0.666018
 1.68734  2.19801 0.678584
1.55591 2.16062 0.69115
 1.60157  2.31089 0.703717
 1.53928  1.95554 0.716283
 1.60826  1.67942 0.728849
 1.76717  2.03147 0.741416
  2.2759  1.62754 0.753982
 1.51338  1.54379 0.766549
 2.16578  1.91852 0.779115
 2.35808  2.39005 0.791681
 1.82381  2.07175 0.804248
  1.8266  2.11887 0.816814
1.70729 1.64483 0.82938
  1.7363  1.91651 0.841947
 2.24065  1.46556 0.854513
2.31836 1.41959 0.86708
  2.2861  1.43895 0.879646
 2.50703  1.32991 0.892212
 2.09414  1.28825 0.904779
 1.82804  1.39207 0.917345
 2.33579  1.99361 0.929911
 2.58544  1.83213 0.942478
 2.39241   1.7946 0.955044
 1.78197  1.22802 0.967611
 1.73942  1.63396 0.980177
 1.87971   1.1627 0.992743
2.50833 1.53307 1.00531
2.45757 1.62367 1.01788
1.87286 1.08082 1.03044
1.93218 2.00724 1.04301
1.86584 1.87541 1.05558
1.80667 1.96131 1.06814
1.83691 1.81195 1.08071
 2.69934 0.923321  1.09327
1.96806 1.49066 1.10584
 2.1905 1.03736 1.11841
2.62935 1.76459 1.13097
 2.3727 1.18785 1.14354
2.28306 1.38524 1.15611
 1.9401 1.47013 1.16867
2.60745 1.29037 1.18124
2.85178 1.04054 1.19381
2.74627 1.28979 1.20637
2.50638  1.4371 1.21894
2.63378 0.70106  1.2315
2.81957 1.47513 1.24407
2.73315 1.49131 1.25664
2.65354 1.57352  1.2692
2.90064  1.4734 1.28177
2.42131 1.21278 1.29434
 2.76078 0.685651   1.3069
2.01416 1.38633 1.31947
2.19131  1.1227 1.33204
2.17819 1.07802  1.3446
 2.2714 1.12463 1.35717
 2.19114 0.728197  1.36973
 2.59765 0.448924   1.3823
 2.62026 0.573703  1.39487
